,reaction,sample_id,flux
462,EX_cu2_m,Cancer6,0.0005873352392997477
463,EX_cl_m,Cancer6,0.0005873418486525459
464,EX_mg2_m,Cancer6,0.0005873311016265901
465,EX_k_m,Cancer6,0.0005873355125542928
466,EX_mn2_m,Cancer6,0.0005873360453911528
467,EX_cobalt2_m,Cancer6,0.0005877797053304525
468,EX_ca2_m,Cancer6,0.0005873392866752903
469,EX_zn2_m,Cancer6,0.0005873398778259662
470,EX_metsox_S_L_m,Cancer6,1e-06
471,EX_pydam_m,Cancer6,0.0001539846886674972
472,EX_dextran40_m,Cancer6,1e-06
473,EX_arabinoxyl_m,Cancer6,1e-06
474,EX_rhamnogalurII_m,Cancer6,1e-06
475,EX_pnto_R_m,Cancer6,6.676892165415462e-06
476,EX_q8_m,Cancer6,1e-06
477,EX_arabinan101_m,Cancer6,1e-06
478,EX_homogal_m,Cancer6,1e-06
479,EX_lichn_m,Cancer6,1e-06
480,EX_amylose300_m,Cancer6,1e-06
481,EX_glcmannan_m,Cancer6,1e-06
482,EX_xylan_m,Cancer6,1e-06
483,EX_pect_m,Cancer6,1e-06
484,EX_pydx_m,Cancer6,1e-06
485,EX_gthrd_m,Cancer6,1e-06
486,EX_pi_m,Cancer6,1e-06
487,EX_galmannan_m,Cancer6,1e-06
488,EX_xyluglc_m,Cancer6,1e-06
489,EX_levan1000_m,Cancer6,1e-06
490,EX_arabinogal_m,Cancer6,1e-06
491,EX_pullulan1200_m,Cancer6,1e-06
492,EX_starch1200_m,Cancer6,1e-06
493,EX_amylopect900_m,Cancer6,1e-06
494,EX_rhamnogalurI_m,Cancer6,1e-06
495,EX_gthox_m,Cancer6,1e-06
496,EX_spmd_m,Cancer6,0.00012090352397740062
497,EX_fol_m,Cancer6,0.0009558377555490387
498,EX_ptrc_m,Cancer6,1.2235378516144271e-05
499,EX_orn_m,Cancer6,0.029988299727264703
500,EX_26dap_M_m,Cancer6,0.08920478520259062
501,EX_nmn_m,Cancer6,0.02964043126208908
502,EX_amp_m,Cancer6,0.08579388161345426
503,EX_cgly_m,Cancer6,0.09748873448810427
504,EX_cytd_m,Healthy8,0.0070385506742418336
505,EX_dcyt_m,Healthy8,0.009101666526546981
506,EX_csn_m,Healthy8,0.001358710673844729
507,EX_arg_L_m,Healthy8,0.014999998759019417
508,EX_his_L_m,Healthy8,0.014999999154883738
509,EX_asn_L_m,Healthy8,0.005300815301713661
510,EX_gln_L_m,Healthy8,0.004672034893943078
511,EX_lys_L_m,Healthy8,0.008800880082641543
512,EX_trp_L_m,Healthy8,7.852431428490014e-05
513,EX_thm_m,Healthy8,0.0002759697563265472
514,EX_pheme_m,Healthy8,0.0003181724015794587
515,EX_sheme_m,Healthy8,0.00030592806124702217
516,EX_fe2_m,Healthy8,0.0003965704335616637
517,EX_fe3_m,Healthy8,0.0007236626508183859
518,EX_cu2_m,Healthy8,0.0005601122931756577
519,EX_cl_m,Healthy8,0.0005601123011375743
520,EX_mg2_m,Healthy8,0.0005601125987087226
521,EX_k_m,Healthy8,0.0005601108479946994
522,EX_mn2_m,Healthy8,0.0005601123212000313
523,EX_cobalt2_m,Healthy8,0.0005601123160758201
524,EX_ca2_m,Healthy8,0.0005601123034923981
525,EX_zn2_m,Healthy8,0.0005601124543031284
526,EX_metsox_S_L_m,Healthy8,1e-06
527,EX_pydam_m,Healthy8,0.0002384957008480749
528,EX_dextran40_m,Healthy8,1e-06
529,EX_arabinoxyl_m,Healthy8,1e-06
530,EX_rhamnogalurII_m,Healthy8,1e-06
531,EX_pnto_R_m,Healthy8,1e-06
532,EX_q8_m,Healthy8,1e-06
533,EX_arabinan101_m,Healthy8,1e-06
534,EX_homogal_m,Healthy8,1e-06
535,EX_lichn_m,Healthy8,1e-06
536,EX_amylose300_m,Healthy8,1e-06
537,EX_glcmannan_m,Healthy8,1e-06
538,EX_xylan_m,Healthy8,1e-06
539,EX_pect_m,Healthy8,1e-06
540,EX_pydx_m,Healthy8,1e-06
541,EX_gthrd_m,Healthy8,1e-06
542,EX_pi_m,Healthy8,1e-06
543,EX_galmannan_m,Healthy8,1e-06
544,EX_xyluglc_m,Healthy8,1e-06
545,EX_levan1000_m,Healthy8,1e-06
546,EX_arabinogal_m,Healthy8,1e-06
547,EX_pullulan1200_m,Healthy8,1e-06
548,EX_starch1200_m,Healthy8,1e-06
549,EX_amylopect900_m,Healthy8,1e-06
550,EX_rhamnogalurI_m,Healthy8,1e-06
551,EX_gthox_m,Healthy8,1e-06
552,EX_spmd_m,Healthy8,0.0001224072764056637
553,EX_fol_m,Healthy8,0.0009569858206925953
554,EX_ptrc_m,Healthy8,1.2338485502489031e-05
555,EX_orn_m,Healthy8,0.02216586719006694
556,EX_26dap_M_m,Healthy8,0.09186284199258495
557,EX_nmn_m,Healthy8,0.029449099405700313
558,EX_amp_m,Healthy8,0.08328608005922357
559,EX_cgly_m,Healthy8,0.0971210506335281
560,EX_cytd_m,Healthy5,0.003150162224712094
561,EX_dcyt_m,Healthy5,0.0030582403685261994
562,EX_csn_m,Healthy5,0.002699732479494621
563,EX_arg_L_m,Healthy5,0.015000006973856506
564,EX_his_L_m,Healthy5,0.014999971808902557
565,EX_asn_L_m,Healthy5,0.008313562909108396
566,EX_gln_L_m,Healthy5,0.005716411555032219
567,EX_lys_L_m,Healthy5,0.0058539915939939124
568,EX_trp_L_m,Healthy5,6.351144808151924e-05
569,EX_thm_m,Healthy5,0.00036122869420186874
570,EX_pheme_m,Healthy5,0.0006047651209633886
571,EX_sheme_m,Healthy5,0.0005751522314533723
572,EX_fe2_m,Healthy5,0.0004619218227855008
573,EX_fe3_m,Healthy5,0.0006198682252595478
574,EX_cu2_m,Healthy5,0.0005410685777324327
575,EX_cl_m,Healthy5,0.0005410700009617706
576,EX_mg2_m,Healthy5,0.0005410720856081067
577,EX_k_m,Healthy5,0.0005410881244578709
578,EX_mn2_m,Healthy5,0.0005410684808973831
579,EX_cobalt2_m,Healthy5,0.0005410680459963663
580,EX_ca2_m,Healthy5,0.0005410683672817253
581,EX_zn2_m,Healthy5,0.0005410653522318473
582,EX_metsox_S_L_m,Healthy5,1e-06
583,EX_pydam_m,Healthy5,1e-06
584,EX_dextran40_m,Healthy5,1e-06
585,EX_arabinoxyl_m,Healthy5,1e-06
586,EX_rhamnogalurII_m,Healthy5,1e-06
587,EX_pnto_R_m,Healthy5,1e-06
588,EX_q8_m,Healthy5,1e-06
589,EX_arabinan101_m,Healthy5,1e-06
590,EX_homogal_m,Healthy5,1e-06
591,EX_lichn_m,Healthy5,1e-06
592,EX_amylose300_m,Healthy5,1e-06
593,EX_glcmannan_m,Healthy5,1e-06
594,EX_xylan_m,Healthy5,1e-06
595,EX_pect_m,Healthy5,1e-06
596,EX_pydx_m,Healthy5,1e-06
597,EX_gthrd_m,Healthy5,1e-06
598,EX_pi_m,Healthy5,1e-06
599,EX_galmannan_m,Healthy5,1e-06
600,EX_xyluglc_m,Healthy5,1e-06
601,EX_levan1000_m,Healthy5,1e-06
602,EX_arabinogal_m,Healthy5,1e-06
603,EX_pullulan1200_m,Healthy5,1e-06
604,EX_starch1200_m,Healthy5,1e-06
605,EX_amylopect900_m,Healthy5,1e-06
606,EX_rhamnogalurI_m,Healthy5,1e-06
607,EX_gthox_m,Healthy5,1e-06
608,EX_spmd_m,Healthy5,0.00012113404945098807
609,EX_fol_m,Healthy5,0.001920083944936926
610,EX_ptrc_m,Healthy5,2.2033080088923466e-05
611,EX_orn_m,Healthy5,0.027910331153363277
612,EX_26dap_M_m,Healthy5,0.029603132908691432
613,EX_nmn_m,Healthy5,0.02126911743725238
614,EX_amp_m,Healthy5,0.09270118790390651
615,EX_cgly_m,Healthy5,0.09808282130135021
616,EX_cytd_m,Healthy3,0.002570682328590923
617,EX_dcyt_m,Healthy3,0.002653052220929271
618,EX_csn_m,Healthy3,0.0021912534733171812
619,EX_arg_L_m,Healthy3,0.015000010225602725
620,EX_his_L_m,Healthy3,0.014999960357836645
621,EX_asn_L_m,Healthy3,0.005871625381460962
622,EX_gln_L_m,Healthy3,0.006160683768286138
623,EX_lys_L_m,Healthy3,0.006193150918686524
624,EX_trp_L_m,Healthy3,4.7119281012215377e-05
625,EX_thm_m,Healthy3,0.0005981091508733775
626,EX_pheme_m,Healthy3,0.0006783622111955113
627,EX_sheme_m,Healthy3,0.0006813890755459763
628,EX_fe2_m,Healthy3,0.0004986398791388421
629,EX_fe3_m,Healthy3,0.0006290628129256873
630,EX_cu2_m,Healthy3,0.0005639633467766904
631,EX_cl_m,Healthy3,0.000563960945161875
632,EX_mg2_m,Healthy3,0.0005639650118937599
633,EX_k_m,Healthy3,0.0005639574408279122
634,EX_mn2_m,Healthy3,0.0005639626617306733
635,EX_cobalt2_m,Healthy3,0.0005639865327510312
636,EX_ca2_m,Healthy3,0.0005639619340664973
637,EX_zn2_m,Healthy3,0.0005639746416794421
638,EX_metsox_S_L_m,Healthy3,1e-06
639,EX_pydam_m,Healthy3,1e-06
640,EX_dextran40_m,Healthy3,1e-06
641,EX_arabinoxyl_m,Healthy3,1e-06
642,EX_rhamnogalurII_m,Healthy3,1e-06
643,EX_pnto_R_m,Healthy3,3.4564353335743665e-06
644,EX_q8_m,Healthy3,1e-06
645,EX_arabinan101_m,Healthy3,1e-06
646,EX_homogal_m,Healthy3,1e-06
647,EX_lichn_m,Healthy3,1e-06
648,EX_amylose300_m,Healthy3,1e-06
649,EX_glcmannan_m,Healthy3,1e-06
650,EX_xylan_m,Healthy3,1e-06
651,EX_pect_m,Healthy3,1e-06
652,EX_pydx_m,Healthy3,1e-06
653,EX_gthrd_m,Healthy3,1e-06
654,EX_pi_m,Healthy3,1e-06
655,EX_galmannan_m,Healthy3,1e-06
656,EX_xyluglc_m,Healthy3,1e-06
657,EX_levan1000_m,Healthy3,1e-06
658,EX_arabinogal_m,Healthy3,1e-06
659,EX_pullulan1200_m,Healthy3,1e-06
660,EX_starch1200_m,Healthy3,1e-06
661,EX_amylopect900_m,Healthy3,1e-06
662,EX_rhamnogalurI_m,Healthy3,1e-06
663,EX_gthox_m,Healthy3,0.0003175272558395644
664,EX_spmd_m,Healthy3,0.0005166678054062143
665,EX_fol_m,Healthy3,0.0020621087441352846
666,EX_ptrc_m,Healthy3,0.003681179169656582
667,EX_orn_m,Healthy3,0.016047982303675656
668,EX_26dap_M_m,Healthy3,0.039975533982366016
669,EX_nmn_m,Healthy3,0.02341978484517262
670,EX_amp_m,Healthy3,0.089686952232168
671,EX_cgly_m,Healthy3,0.09812957395983235
672,EX_cytd_m,Healthy6,0.0033221776074747744
673,EX_dcyt_m,Healthy6,0.003230737666683331
674,EX_csn_m,Healthy6,0.0016064277641798519
675,EX_arg_L_m,Healthy6,0.01499999823432208
676,EX_his_L_m,Healthy6,0.014999998399781583
677,EX_asn_L_m,Healthy6,0.0037535780340298072
678,EX_gln_L_m,Healthy6,0.006475185524645655
679,EX_lys_L_m,Healthy6,0.007405092074857067
680,EX_trp_L_m,Healthy6,6.197678547029069e-05
681,EX_thm_m,Healthy6,0.0004109376159832064
682,EX_pheme_m,Healthy6,0.0005542002148226359
683,EX_sheme_m,Healthy6,0.0004227447189752316
684,EX_fe2_m,Healthy6,0.00025852997221121216
685,EX_fe3_m,Healthy6,0.00038344978748514925
686,EX_cu2_m,Healthy6,0.00032106130696582497
687,EX_cl_m,Healthy6,0.00032106077227122794
688,EX_mg2_m,Healthy6,0.00032106355107572017
689,EX_k_m,Healthy6,0.00032106244799764354
690,EX_mn2_m,Healthy6,0.00032105958280663347
691,EX_cobalt2_m,Healthy6,0.00032106153704954566
692,EX_ca2_m,Healthy6,0.0003210628806683151
693,EX_zn2_m,Healthy6,0.00032106267630201233
694,EX_metsox_S_L_m,Healthy6,1e-06
695,EX_pydam_m,Healthy6,1e-06
696,EX_dextran40_m,Healthy6,1e-06
697,EX_arabinoxyl_m,Healthy6,1e-06
698,EX_rhamnogalurII_m,Healthy6,1e-06
699,EX_pnto_R_m,Healthy6,1e-06
700,EX_q8_m,Healthy6,1e-06
701,EX_arabinan101_m,Healthy6,1e-06
702,EX_homogal_m,Healthy6,1e-06
703,EX_lichn_m,Healthy6,1e-06
704,EX_amylose300_m,Healthy6,1e-06
705,EX_glcmannan_m,Healthy6,1e-06
706,EX_xylan_m,Healthy6,1e-06
707,EX_pect_m,Healthy6,1e-06
708,EX_pydx_m,Healthy6,1e-06
709,EX_gthrd_m,Healthy6,1e-06
710,EX_pi_m,Healthy6,1e-06
711,EX_galmannan_m,Healthy6,1e-06
712,EX_xyluglc_m,Healthy6,1e-06
713,EX_levan1000_m,Healthy6,1e-06
714,EX_arabinogal_m,Healthy6,1e-06
715,EX_pullulan1200_m,Healthy6,1e-06
716,EX_starch1200_m,Healthy6,1e-06
717,EX_amylopect900_m,Healthy6,1e-06
718,EX_rhamnogalurI_m,Healthy6,1e-06
719,EX_gthox_m,Healthy6,5.670736471779549e-06
720,EX_spmd_m,Healthy6,0.0001928184191456593
721,EX_fol_m,Healthy6,0.0017309866373257789
722,EX_ptrc_m,Healthy6,2.481528977746977e-05
723,EX_orn_m,Healthy6,0.00405380743306177
724,EX_26dap_M_m,Healthy6,0.03669910539395882
725,EX_nmn_m,Healthy6,0.016641705894587668
726,EX_amp_m,Healthy6,0.0878682873573177
727,EX_cgly_m,Healthy6,0.09820424109361543
728,EX_cytd_m,Cancer5,0.013305617091328492
729,EX_dcyt_m,Cancer5,0.016669632320056416
730,EX_csn_m,Cancer5,1e-06
731,EX_arg_L_m,Cancer5,0.014984097675052155
732,EX_his_L_m,Cancer5,0.014982757605410409
733,EX_asn_L_m,Cancer5,0.015026892240670331
734,EX_gln_L_m,Cancer5,0.01797597997604561
735,EX_lys_L_m,Cancer5,0.014978656042831495
736,EX_trp_L_m,Cancer5,0.00658387625899004
737,EX_thm_m,Cancer5,0.00010086198282414997
738,EX_pheme_m,Cancer5,0.00039508585939141344
739,EX_sheme_m,Cancer5,0.0003853653963269193
740,EX_fe2_m,Cancer5,0.0003510173793728747
741,EX_fe3_m,Cancer5,0.0005183078454239978
742,EX_cu2_m,Cancer5,0.00043492806487578406
743,EX_cl_m,Cancer5,0.0004368154226427638
744,EX_mg2_m,Cancer5,0.00043492806670780725
745,EX_k_m,Cancer5,0.0004332875004473554
746,EX_mn2_m,Cancer5,0.0004349280647579406
747,EX_cobalt2_m,Cancer5,0.00043492808333956226
748,EX_ca2_m,Cancer5,0.00043493026764251463
749,EX_zn2_m,Cancer5,0.00043500299523100653
750,EX_metsox_S_L_m,Cancer5,1e-06
751,EX_pydam_m,Cancer5,1.4526050166215453e-05
752,EX_dextran40_m,Cancer5,0.00017594710746187154
753,EX_arabinoxyl_m,Cancer5,0.0003060242327201485
754,EX_rhamnogalurII_m,Cancer5,0.00026622588248304425
755,EX_pnto_R_m,Cancer5,1e-06
756,EX_q8_m,Cancer5,1e-06
757,EX_arabinan101_m,Cancer5,0.00016591243915823836
758,EX_homogal_m,Cancer5,0.00012794497951412889
759,EX_lichn_m,Cancer5,8.282261188068844e-05
760,EX_amylose300_m,Cancer5,4.693705760015738e-05
761,EX_glcmannan_m,Cancer5,3.2740330107106785e-05
762,EX_xylan_m,Cancer5,3.2060420100549204e-05
763,EX_pect_m,Cancer5,3.331216702832908e-05
764,EX_pydx_m,Cancer5,1e-06
765,EX_gthrd_m,Cancer5,1e-06
766,EX_pi_m,Cancer5,1.8033931446503892e-06
767,EX_galmannan_m,Cancer5,1.4092641070316833e-05
768,EX_xyluglc_m,Cancer5,1.307126216477331e-05
769,EX_levan1000_m,Cancer5,1.46260264091101e-05
770,EX_arabinogal_m,Cancer5,2.186992232782072e-05
771,EX_pullulan1200_m,Cancer5,1.2615313463096399e-05
772,EX_starch1200_m,Cancer5,1.1774420572862785e-05
773,EX_amylopect900_m,Cancer5,1.6532622453273332e-05
774,EX_rhamnogalurI_m,Cancer5,1.4466573110547238e-05
775,EX_gthox_m,Cancer5,0.00020072013723558088
776,EX_spmd_m,Cancer5,0.00023711187015148955
777,EX_fol_m,Cancer5,0.0003714758503851048
778,EX_ptrc_m,Cancer5,1e-06
779,EX_orn_m,Cancer5,0.09997582455585932
780,EX_26dap_M_m,Cancer5,0.09998077406197653
781,EX_nmn_m,Cancer5,0.030535610361050937
782,EX_amp_m,Cancer5,0.08464824110423531
783,EX_cgly_m,Cancer5,0.09997658266143189
784,EX_cytd_m,Healthy1,0.008069850192598538
785,EX_dcyt_m,Healthy1,0.007291290747385215
786,EX_csn_m,Healthy1,0.002272639499740506
787,EX_arg_L_m,Healthy1,0.014999970203197543
788,EX_his_L_m,Healthy1,0.014999860259339845
789,EX_asn_L_m,Healthy1,0.018337926402766547
790,EX_gln_L_m,Healthy1,0.01493033693585133
791,EX_lys_L_m,Healthy1,0.0008221309406653745
792,EX_trp_L_m,Healthy1,7.517342391013434e-05
793,EX_thm_m,Healthy1,0.00014806497388025928
794,EX_pheme_m,Healthy1,0.00029231241836517917
795,EX_sheme_m,Healthy1,0.0002646792006623963
796,EX_fe2_m,Healthy1,0.0004991073144166539
797,EX_fe3_m,Healthy1,0.0007134287342076592
798,EX_cu2_m,Healthy1,0.000606230578073256
799,EX_cl_m,Healthy1,0.0006062294826586015
800,EX_mg2_m,Healthy1,0.0006062057042323846
801,EX_k_m,Healthy1,0.0006062676813761527
802,EX_mn2_m,Healthy1,0.0006062295974111805
803,EX_cobalt2_m,Healthy1,0.0006062258315602432
804,EX_ca2_m,Healthy1,0.0006062296769514125
805,EX_zn2_m,Healthy1,0.0006062313718164471
806,EX_metsox_S_L_m,Healthy1,1e-06
807,EX_pydam_m,Healthy1,0.00010342746785438681
808,EX_dextran40_m,Healthy1,1e-06
809,EX_arabinoxyl_m,Healthy1,1e-06
810,EX_rhamnogalurII_m,Healthy1,1e-06
811,EX_pnto_R_m,Healthy1,1e-06
812,EX_q8_m,Healthy1,1e-06
813,EX_arabinan101_m,Healthy1,1e-06
814,EX_homogal_m,Healthy1,1e-06
815,EX_lichn_m,Healthy1,1e-06
816,EX_amylose300_m,Healthy1,1e-06
817,EX_glcmannan_m,Healthy1,1e-06
818,EX_xylan_m,Healthy1,1e-06
819,EX_pect_m,Healthy1,1e-06
820,EX_pydx_m,Healthy1,1e-06
821,EX_gthrd_m,Healthy1,1e-06
822,EX_pi_m,Healthy1,1e-06
823,EX_galmannan_m,Healthy1,1e-06
824,EX_xyluglc_m,Healthy1,1e-06
825,EX_levan1000_m,Healthy1,1e-06
826,EX_arabinogal_m,Healthy1,1e-06
827,EX_pullulan1200_m,Healthy1,1e-06
828,EX_starch1200_m,Healthy1,1e-06
829,EX_amylopect900_m,Healthy1,1e-06
830,EX_rhamnogalurI_m,Healthy1,1e-06
831,EX_gthox_m,Healthy1,1e-06
832,EX_spmd_m,Healthy1,4.408449369345382e-05
833,EX_fol_m,Healthy1,0.0007829560562279058
834,EX_ptrc_m,Healthy1,1.2818869184245526e-05
835,EX_orn_m,Healthy1,0.09696095137686522
836,EX_26dap_M_m,Healthy1,0.0035963687587024637
837,EX_nmn_m,Healthy1,0.02490070758123434
838,EX_amp_m,Healthy1,0.08913987787154022
839,EX_cgly_m,Healthy1,0.09836304703132426
840,EX_cytd_m,Healthy2,0.011288287520640372
841,EX_dcyt_m,Healthy2,0.010708057205163657
842,EX_csn_m,Healthy2,0.00575796331476891
843,EX_arg_L_m,Healthy2,0.01486654215569505
844,EX_his_L_m,Healthy2,0.014821335097593022
845,EX_asn_L_m,Healthy2,0.022237803803073275
846,EX_gln_L_m,Healthy2,0.01773980085167981
847,EX_lys_L_m,Healthy2,1e-06
848,EX_trp_L_m,Healthy2,0.005837555156372522
849,EX_thm_m,Healthy2,1e-06
850,EX_pheme_m,Healthy2,0.0003483513559298785
851,EX_sheme_m,Healthy2,0.00030576863268245275
852,EX_fe2_m,Healthy2,8.760856574992886e-05
853,EX_fe3_m,Healthy2,0.0007050815350108875
854,EX_cu2_m,Healthy2,0.00039672587728660475
855,EX_cl_m,Healthy2,0.00039674305123223077
856,EX_mg2_m,Healthy2,0.0003967470507002181
857,EX_k_m,Healthy2,0.0003987094981618183
858,EX_mn2_m,Healthy2,0.0003967258761303773
859,EX_cobalt2_m,Healthy2,0.00039682090532554986
860,EX_ca2_m,Healthy2,0.00039672587405559185
861,EX_zn2_m,Healthy2,0.0003972561749321084
862,EX_metsox_S_L_m,Healthy2,0.0017336930986067028
863,EX_pydam_m,Healthy2,6.037330133900299e-06
864,EX_dextran40_m,Healthy2,1e-06
865,EX_arabinoxyl_m,Healthy2,1e-06
866,EX_rhamnogalurII_m,Healthy2,1e-06
867,EX_pnto_R_m,Healthy2,0.0002478465691614671
868,EX_q8_m,Healthy2,0.0001610850349175863
869,EX_arabinan101_m,Healthy2,1e-06
870,EX_homogal_m,Healthy2,1e-06
871,EX_lichn_m,Healthy2,1e-06
872,EX_amylose300_m,Healthy2,3.866623915438981e-05
873,EX_glcmannan_m,Healthy2,1e-06
874,EX_xylan_m,Healthy2,1e-06
875,EX_pect_m,Healthy2,1e-06
876,EX_pydx_m,Healthy2,1.0704095189085448e-05
877,EX_gthrd_m,Healthy2,1e-06
878,EX_pi_m,Healthy2,1e-06
879,EX_galmannan_m,Healthy2,1.327935254261766e-05
880,EX_xyluglc_m,Healthy2,1.2722812614442859e-05
881,EX_levan1000_m,Healthy2,1e-06
882,EX_arabinogal_m,Healthy2,1e-06
883,EX_pullulan1200_m,Healthy2,1e-06
884,EX_starch1200_m,Healthy2,1e-06
885,EX_amylopect900_m,Healthy2,1e-06
886,EX_rhamnogalurI_m,Healthy2,1e-06
887,EX_gthox_m,Healthy2,8.908373797003599e-05
888,EX_spmd_m,Healthy2,5.169278655307539e-05
889,EX_fol_m,Healthy2,1e-06
890,EX_ptrc_m,Healthy2,1e-06
891,EX_orn_m,Healthy2,0.09974751758856737
892,EX_26dap_M_m,Healthy2,0.037748188950587964
893,EX_nmn_m,Healthy2,0.06598550417734039
894,EX_amp_m,Healthy2,0.0932954338421285
895,EX_cgly_m,Healthy2,0.09979528067349099
